# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# SUBTRACT_GYRO_BIAS=1
# units: quat unitless, roll/pitch/yaw deg
millis,sensor_id,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
# calib_start hold_still_ms=10000
# ---- gyro bias table (deg/s) from still window ----
# sensor_id,n,bias_x,bias_y,bias_z,std_x,std_y,std_z
# 0,1001,-0.198,-1.596,-0.458,0.213,0.049,0.055
# 1,1001,1.071,2.047,1.060,0.081,0.109,0.084
# 2,1001,0.360,2.009,-1.217,0.090,0.125,0.085
# 3,1001,-0.938,3.508,-0.463,0.089,0.147,0.084
# 4,1001,-0.317,3.755,-1.464,0.091,0.203,0.101
# 5,1001,5.788,-6.984,-0.814,0.286,0.344,0.119
# --------------------------------------------------
# ---- seeding orientation from calibration-window accel ----
# sensor 0 seed_accel=0.010,-0.013,1.006
# sensor 1 seed_accel=0.999,-0.001,0.148
# sensor 2 seed_accel=0.993,-0.015,0.220
# sensor 3 seed_accel=0.991,0.014,0.220
# sensor 4 seed_accel=0.975,-0.002,0.260
# sensor 5 seed_accel=1.230,0.171,0.097
# calib_end — fusion running now
13991,5,0.63926,0.22915,-0.62528,0.38453,-58.97,-77.33,110.75
14002,0,0.98278,-0.03285,-0.17665,-0.04305,-3.02,-20.49,-4.47
14002,1,0.76046,-0.16508,-0.62266,0.08209,-64.29,-66.91,57.43
14002,2,0.78266,-0.19276,-0.58953,0.05247,-57.61,-64.50,45.94
14002,3,0.78258,-0.14076,-0.59840,0.09836,-54.15,-65.35,50.64
14002,4,0.79795,-0.17299,-0.57329,0.06847,-51.42,-63.03,42.71
14002,5,0.63779,0.22222,-0.62700,0.38821,-60.52,-76.49,112.04
14014,0,0.98120,-0.03487,-0.18475,-0.04362,-3.22,-21.44,-4.48
14014,1,0.76066,-0.17155,-0.62000,0.08697,-64.96,-65.98,57.95
14014,2,0.78257,-0.19941,-0.58702,0.05678,-58.59,-63.65,46.70
14014,3,0.78276,-0.14743,-0.59580,0.10281,-55.09,-64.48,51.38
14014,4,0.79797,-0.18046,-0.57040,0.07289,-52.56,-62.13,43.57
14014,5,0.63653,0.21544,-0.62859,0.39153,-61.79,-75.68,113.05
14026,0,0.97966,-0.03658,-0.19222,-0.04452,-3.38,-22.33,-4.54
14026,1,0.76079,-0.17781,-0.61747,0.09124,-65.55,-65.10,58.36
14026,2,0.78270,-0.20645,-0.58400,0.06094,-59.46,-62.75,47.31
14026,3,0.78301,-0.15402,-0.59311,0.10677,-55.91,-63.63,51.97
14026,4,0.79829,-0.18721,-0.56730,0.07655,-53.42,-61.29,44.16
14026,5,0.63556,0.20810,-0.62983,0.39506,-62.76,-74.80,113.73
14038,0,0.97796,-0.03897,-0.19999,-0.04561,-3.62,-23.25,-4.60
14038,1,0.76119,-0.18481,-0.61418,0.09602,-66.06,-64.10,58.68
14038,2,0.78305,-0.21375,-0.58041,0.06535,-60.23,-61.77,47.81
14038,3,0.78336,-0.16158,-0.58975,0.11147,-56.75,-62.62,52.57
14038,4,0.79873,-0.19500,-0.56344,0.08092,-54.33,-60.29,44.76
14038,5,0.63445,0.19933,-0.63104,0.39941,-63.71,-73.73,114.35
14049,0,0.97589,-0.04228,-0.20896,-0.04670,-3.96,-24.32,-4.63
14049,1,0.76198,-0.19279,-0.60984,0.10160,-66.47,-62.90,58.87
14049,2,0.78392,-0.22197,-0.57555,0.07031,-60.88,-60.59,48.15
14049,3,0.78424,-0.17004,-0.58519,0.11667,-57.46,-61.42,53.00
14049,4,0.79972,-0.20354,-0.55828,0.08568,-55.11,-59.10,45.18
14049,5,0.63363,0.18948,-0.63172,0.40440,-64.35,-72.52,114.63
14061,0,0.97354,-0.04641,-0.21859,-0.04780,-4.41,-25.47,-4.62
14061,1,0.76095,-0.20082,-0.60747,0.10772,-67.45,-61.79,59.66
14061,2,0.78220,-0.23012,-0.57396,0.07598,-62.26,-59.65,49.29
14061,3,0.78182,-0.17798,-0.58486,0.12252,-59.08,-60.56,54.43
14061,4,0.79708,-0.21162,-0.55818,0.09122,-56.81,-58.34,46.65
14061,5,0.62908,0.18259,-0.63645,0.40726,-66.89,-71.71,116.87
14073,0,0.97155,-0.04371,-0.22767,-0.04838,-4.03,-26.53,-4.75
14073,1,0.75754,-0.20811,-0.60822,0.11354,-69.06,-60.96,61.14
14073,2,0.77862,-0.23777,-0.57496,0.08142,-64.05,-58.94,50.87
14073,3,0.77787,-0.18547,-0.58662,0.12805,-61.03,-59.90,56.21
14073,4,0.79300,-0.21943,-0.56005,0.09664,-58.80,-57.76,48.42
14073,5,0.62268,0.17617,-0.64321,0.40929,-70.21,-70.95,119.85
14085,0,0.96950,-0.03907,-0.23705,-0.04858,-3.41,-27.61,-4.90
14085,1,0.75232,-0.21534,-0.61096,0.11988,-71.14,-60.19,63.13
14085,2,0.77352,-0.24554,-0.57770,0.08746,-66.22,-58.30,52.87
14085,3,0.77201,-0.19365,-0.59022,0.13469,-63.51,-59.22,58.55
14085,4,0.78771,-0.22745,-0.56323,0.10270,-61.06,-57.20,50.51
14085,5,0.61550,0.17056,-0.65053,0.41095,-73.62,-70.22,122.96
14097,0,0.96730,-0.03289,-0.24678,-0.04842,-2.60,-28.73,-5.07
14097,1,0.74552,-0.22324,-0.61496,0.12721,-73.60,-59.33,65.53
14097,2,0.76746,-0.25331,-0.58141,0.09377,-68.55,-57.66,55.06
14097,3,0.76576,-0.20126,-0.59432,0.14106,-65.93,-58.59,60.86
14097,4,0.78169,-0.23553,-0.56711,0.10895,-63.44,-56.65,52.72
14097,5,0.60760,0.16525,-0.65852,0.41215,-77.14,-69.46,126.17
14109,0,0.96495,-0.02516,-0.25668,-0.04846,-1.56,-29.85,-5.33
14109,1,0.73869,-0.23050,-0.61913,0.13373,-75.90,-58.54,67.75
14109,2,0.76073,-0.26128,-0.58571,0.09989,-70.98,-57.03,57.31
14109,3,0.75911,-0.20889,-0.59869,0.14723,-68.35,-57.93,63.15
14109,4,0.77530,-0.24356,-0.57129,0.11493,-65.81,-56.08,54.90
14109,5,0.59955,0.15992,-0.66665,0.41297,-80.51,-68.66,129.20
14121,0,0.96246,-0.01720,-0.26646,-0.04867,-0.48,-30.97,-5.66
14121,1,0.73186,-0.23781,-0.62308,0.13997,-78.07,-57.72,69.81
14121,2,0.75406,-0.26940,-0.58958,0.10583,-73.27,-56.32,59.39
14121,3,0.75265,-0.21665,-0.60259,0.15323,-70.60,-57.21,65.24
14121,4,0.76910,-0.25172,-0.57494,0.12066,-68.03,-55.45,56.89
14121,5,0.59189,0.15416,-0.67424,0.41389,-83.43,-67.78,131.76
14132,0,0.95944,-0.00996,-0.27746,-0.04894,0.54,-32.23,-6.00
14132,1,0.72555,-0.24541,-0.62605,0.14631,-79.94,-56.79,71.55
14132,2,0.74803,-0.27751,-0.59240,0.11179,-75.26,-55.51,61.16
14132,3,0.74659,-0.22460,-0.60567,0.15915,-72.61,-56.40,67.07
14132,4,0.76336,-0.26017,-0.57757,0.12650,-70.03,-54.68,58.64
14132,5,0.58473,0.14794,-0.68114,0.41503,-85.87,-66.83,133.82
14144,0,0.95650,-0.00473,-0.28747,-0.04939,1.33,-33.39,-6.31
14144,1,0.71973,-0.25312,-0.62822,0.15253,-81.56,-55.80,73.02
14144,2,0.74199,-0.28646,-0.59450,0.11814,-77.15,-54.54,62.79
14144,3,0.74094,-0.23266,-0.60800,0.16494,-74.39,-55.51,68.64
14144,4,0.75751,-0.26935,-0.57971,0.13257,-71.98,-53.79,60.30
14144,5,0.57787,0.14137,-0.68762,0.41624,-87.99,-65.84,135.55
14156,0,0.95335,0.00053,-0.29770,-0.05003,2.14,-34.58,-6.68
14156,1,0.71392,-0.26097,-0.63013,0.15857,-83.06,-54.78,74.35
14156,2,0.73624,-0.29479,-0.59644,0.12371,-78.84,-53.64,64.21
14156,3,0.73524,-0.24088,-0.61016,0.17063,-76.08,-54.59,70.10
14156,4,0.75198,-0.27795,-0.58156,0.13803,-73.71,-52.93,61.73
14156,5,0.57096,0.13443,-0.69403,0.41743,-89.93,-64.79,137.07
14167,0,0.95005,0.00609,-0.30786,-0.05093,3.03,-35.76,-7.11
14167,1,0.70798,-0.26902,-0.63190,0.16460,-84.50,-53.73,75.59
14167,2,0.73040,-0.30327,-0.59820,0.12924,-80.47,-52.70,65.54
14167,3,0.72940,-0.24924,-0.61220,0.17625,-77.71,-53.63,71.48
14167,4,0.74635,-0.28664,-0.58328,0.14345,-75.38,-52.04,63.09
14167,5,0.56404,0.12738,-0.70030,0.41858,-91.72,-63.72,138.43
14179,0,0.94674,0.01110,-0.31763,-0.05171,3.86,-36.89,-7.54
14179,1,0.70212,-0.27695,-0.63340,0.17070,-85.82,-52.64,76.72
14179,2,0.72475,-0.31159,-0.59955,0.13488,-81.94,-51.72,66.74
14179,3,0.72368,-0.25744,-0.61394,0.18190,-79.21,-52.65,72.74
14179,4,0.74090,-0.29517,-0.58462,0.14887,-76.91,-51.12,64.31
14179,5,0.55736,0.12037,-0.70615,0.41978,-93.28,-62.65,139.57
14191,0,0.94332,0.01539,-0.32735,-0.05241,4.61,-38.02,-7.95
14191,1,0.69628,-0.28513,-0.63456,0.17673,-87.05,-51.53,77.73
14191,2,0.71911,-0.32015,-0.60054,0.14049,-83.32,-50.69,67.81
14191,3,0.71802,-0.26596,-0.61525,0.18755,-80.60,-51.61,73.87
14191,4,0.73547,-0.30394,-0.58559,0.15424,-78.35,-50.14,65.42
14191,5,0.55041,0.11273,-0.71209,0.42103,-94.76,-61.50,140.59
14204,0,0.93975,0.01963,-0.33710,-0.05335,5.39,-39.16,-8.42
14204,1,0.69079,-0.29308,-0.63532,0.18242,-88.12,-50.43,78.58
14204,2,0.71381,-0.32833,-0.60122,0.14561,-84.55,-49.70,68.73
14204,3,0.71228,-0.27484,-0.61627,0.19319,-81.92,-50.51,74.89
14204,4,0.73039,-0.31233,-0.58622,0.15914,-79.63,-49.19,66.36
14204,5,0.54452,0.10583,-0.71707,0.42203,-95.92,-60.49,141.33
14215,0,0.93628,0.02342,-0.34622,-0.05447,6.13,-40.22,-8.91
14215,1,0.68535,-0.30131,-0.63574,0.18797,-89.11,-49.30,79.31
14215,2,0.70895,-0.33610,-0.60155,0.15017,-85.62,-48.76,69.47
14215,3,0.70744,-0.28262,-0.61686,0.19782,-82.99,-49.55,75.66
14215,4,0.72576,-0.32030,-0.58648,0.16346,-80.75,-48.29,67.12
14215,5,0.53927,0.09907,-0.72148,0.42288,-96.88,-59.54,141.86
14227,0,0.93293,0.02665,-0.35472,-0.05580,6.82,-41.21,-9.41
14227,1,0.68081,-0.30851,-0.63580,0.19255,-89.90,-48.32,79.83
14227,2,0.70456,-0.34348,-0.60151,0.15426,-86.55,-47.87,70.06
14227,3,0.70308,-0.29000,-0.61710,0.20192,-83.90,-48.64,76.27
14227,4,0.72160,-0.32781,-0.58639,0.16729,-81.72,-47.44,67.73
14227,5,0.53467,0.09261,-0.72535,0.42358,-97.67,-58.66,142.23
14239,0,0.92975,0.02934,-0.36252,-0.05726,7.44,-42.12,-9.92
14239,1,0.67680,-0.31528,-0.63554,0.19653,-90.56,-47.42,80.22
14239,2,0.70073,-0.35034,-0.60114,0.15772,-87.33,-47.05,70.49
14239,3,0.69928,-0.29688,-0.61698,0.20542,-84.67,-47.81,76.72
14239,4,0.71798,-0.33476,-0.58598,0.17047,-82.54,-46.66,68.18
14239,5,0.53083,0.08648,-0.72862,0.42410,-98.30,-57.88,142.43
14250,0,0.92681,0.03138,-0.36955,-0.05889,7.99,-42.95,-10.42
14250,1,0.67351,-0.32155,-0.63487,0.19984,-91.08,-46.61,80.45
14250,2,0.69757,-0.35667,-0.60034,0.16053,-87.95,-46.31,70.76
14250,3,0.69620,-0.30325,-0.61642,0.20827,-85.27,-47.05,77.00
14250,4,0.71506,-0.34115,-0.58513,0.17299,-83.19,-45.95,68.45
14250,5,0.52788,0.08065,-0.73119,0.42450,-98.73,-57.19,142.46
14262,0,0.92392,0.03273,-0.37628,-0.06092,8.46,-43.73,-10.95
14262,1,0.67095,-0.32736,-0.63380,0.20239,-91.46,-45.89,80.52
14262,2,0.69513,-0.36243,-0.59916,0.16262,-88.42,-45.65,70.86
14262,3,0.69386,-0.30908,-0.61544,0.21038,-85.73,-46.39,77.10
14262,4,0.71264,-0.34743,-0.58381,0.17495,-83.72,-45.28,68.57
14262,5,0.52583,0.07529,-0.73314,0.42467,-99.02,-56.61,142.34
14274,0,0.92153,0.03323,-0.38173,-0.06290,8.79,-44.38,-11.40
14274,1,0.66895,-0.33263,-0.63252,0.20442,-91.75,-45.26,80.49
14274,2,0.69303,-0.36811,-0.59764,0.16443,-88.81,-45.02,70.88
14274,3,0.69196,-0.31438,-0.61432,0.21206,-86.09,-45.79,77.13
14274,4,0.71082,-0.35268,-0.58244,0.17643,-84.12,-44.71,68.60
14274,5,0.52425,0.07048,-0.73469,0.42477,-99.23,-56.12,142.18
14286,0,0.91944,0.03315,-0.38647,-0.06465,9.02,-44.94,-11.78
14286,1,0.66725,-0.33730,-0.63122,0.20630,-91.97,-44.68,80.45
14286,2,0.69143,-0.37269,-0.59620,0.16604,-89.09,-44.48,70.86
14286,3,0.69029,-0.31898,-0.61329,0.21361,-86.39,-45.27,77.15
14286,4,0.70923,-0.35720,-0.58118,0.17785,-84.45,-44.21,68.63
14286,5,0.52289,0.06641,-0.73597,0.42488,-99.41,-55.70,142.05
14297,0,0.91762,0.03297,-0.39055,-0.06598,9.19,-45.43,-12.08
14297,1,0.66574,-0.34119,-0.63015,0.20807,-92.16,-44.19,80.43
14297,2,0.69002,-0.37649,-0.59501,0.16759,-89.33,-44.02,70.86
14297,3,0.68886,-0.32277,-0.61241,0.21505,-86.64,-44.82,77.18
14297,4,0.70788,-0.36094,-0.58011,0.17915,-84.72,-43.79,68.66
14297,5,0.52165,0.06307,-0.73706,0.42501,-99.57,-55.35,141.95
14309,0,0.91608,0.03286,-0.39399,-0.06701,9.34,-45.84,-12.32
14309,1,0.66448,-0.34440,-0.62923,0.20956,-92.31,-43.78,80.41
14309,2,0.68882,-0.37965,-0.59403,0.16889,-89.53,-43.64,70.87
14309,3,0.68767,-0.32595,-0.61163,0.21629,-86.84,-44.44,77.19
14309,4,0.70678,-0.36406,-0.57917,0.18026,-84.94,-43.43,68.67
14309,5,0.52060,0.06026,-0.73795,0.42517,-99.69,-55.04,141.87
14321,0,0.91475,0.03275,-0.39694,-0.06787,9.46,-46.20,-12.53
14321,1,0.66346,-0.34720,-0.62835,0.21084,-92.43,-43.42,80.37
14321,2,0.68780,-0.38239,-0.59314,0.16999,-89.69,-43.31,70.86
14321,3,0.68668,-0.32869,-0.61088,0.21739,-87.00,-44.11,77.19
14321,4,0.70582,-0.36678,-0.57829,0.18129,-85.12,-43.11,68.68
14321,5,0.51980,0.05781,-0.73862,0.42533,-99.77,-54.79,141.77
14333,0,0.91371,0.03204,-0.39928,-0.06845,9.46,-46.49,-12.64
14333,1,0.66375,-0.34868,-0.62706,0.21131,-92.33,-43.24,80.18
14333,2,0.68858,-0.38367,-0.59142,0.16995,-89.53,-43.16,70.57
14333,3,0.68799,-0.33007,-0.60875,0.21714,-86.74,-43.97,76.78
14333,4,0.70753,-0.36769,-0.57584,0.18058,-84.79,-43.00,68.20
14333,5,0.52195,0.05619,-0.73686,0.42597,-99.21,-54.79,141.12
14345,0,0.91378,0.02819,-0.39922,-0.06948,8.95,-46.53,-12.55
14345,1,0.66680,-0.34925,-0.62392,0.21008,-91.77,-43.26,79.46
14345,2,0.69141,-0.38402,-0.58827,0.16859,-88.98,-43.16,69.87
14345,3,0.69107,-0.33058,-0.60547,0.21572,-86.16,-43.97,76.03
14345,4,0.71064,-0.36793,-0.57239,0.17888,-84.19,-42.99,67.43
14345,5,0.52565,0.05465,-0.73402,0.42652,-98.36,-54.91,140.17
14357,0,0.91413,0.02340,-0.39847,-0.07104,8.30,-46.48,-12.46
14357,1,0.67013,-0.34962,-0.62072,0.20833,-91.19,-43.33,78.69
14357,2,0.69452,-0.38409,-0.58508,0.16670,-88.40,-43.21,69.12
14357,3,0.69426,-0.33075,-0.60236,0.21394,-85.57,-44.02,75.27
14357,4,0.71365,-0.36777,-0.56934,0.17691,-83.62,-43.04,66.70
14357,5,0.52941,0.05406,-0.73134,0.42654,-97.60,-55.13,139.33
14369,0,0.91468,0.01943,-0.39716,-0.07240,7.75,-46.36,-12.37
14369,1,0.67296,-0.34932,-0.61842,0.20654,-90.71,-43.48,78.09
14369,2,0.69715,-0.38354,-0.58281,0.16496,-87.92,-43.32,68.53
14369,3,0.69687,-0.33019,-0.60028,0.21216,-85.10,-44.15,74.70
14369,4,0.71607,-0.36694,-0.56742,0.17503,-83.17,-43.17,66.16
14369,5,0.53248,0.05434,-0.72919,0.42638,-97.01,-55.38,138.72
14380,0,0.91538,0.01641,-0.39551,-0.07336,7.31,-46.19,-12.29
14380,1,0.67507,-0.34848,-0.61714,0.20491,-90.36,-43.66,77.68
14380,2,0.69909,-0.38249,-0.58161,0.16339,-87.56,-43.49,68.15
14380,3,0.69886,-0.32901,-0.59917,0.21059,-84.75,-44.34,74.32
14380,4,0.71796,-0.36554,-0.56642,0.17346,-82.80,-43.36,65.79
14380,5,0.53470,0.05525,-0.72759,0.42622,-96.59,-55.61,138.35
14392,0,0.91614,0.01475,-0.39375,-0.07370,7.03,-46.00,-12.19
14392,1,0.67660,-0.34708,-0.61667,0.20363,-90.12,-43.88,77.46
14392,2,0.70071,-0.38077,-0.58115,0.16213,-87.26,-43.71,67.90
14392,3,0.70027,-0.32740,-0.59878,0.20950,-84.48,-44.54,74.11
14392,4,0.71942,-0.36366,-0.56610,0.17238,-82.50,-43.56,65.57
14392,5,0.53607,0.05675,-0.72653,0.42609,-96.35,-55.82,138.21
14404,0,0.91697,0.01365,-0.39193,-0.07330,6.79,-45.79,-12.01
14404,1,0.67769,-0.34529,-0.61677,0.20276,-89.94,-44.10,77.37
14404,2,0.70186,-0.37895,-0.58112,0.16155,-87.02,-43.89,67.79
14404,3,0.70125,-0.32548,-0.59892,0.20880,-84.29,-44.75,74.03
14404,4,0.72038,-0.36170,-0.56631,0.17179,-82.29,-43.76,65.50
14404,5,0.53694,0.05860,-0.72578,0.42604,-96.20,-56.03,138.20
14416,0,0.91769,0.01287,-0.39043,-0.07235,6.58,-45.62,-11.79
14416,1,0.67865,-0.34336,-0.61690,0.20242,-89.75,-44.29,77.34
14416,2,0.70280,-0.37698,-0.58132,0.16134,-86.82,-44.06,67.75
14416,3,0.70211,-0.32330,-0.59924,0.20840,-84.10,-44.97,74.01
14416,4,0.72129,-0.35952,-0.56659,0.17166,-82.06,-43.94,65.46
14416,5,0.53755,0.06082,-0.72503,0.42623,-96.07,-56.24,138.26
14427,0,0.91854,0.01234,-0.38872,-0.07090,6.36,-45.43,-11.49
14427,1,0.67959,-0.34102,-0.61717,0.20240,-89.55,-44.49,77.35
14427,2,0.70376,-0.37465,-0.58161,0.16153,-86.58,-44.23,67.75
14427,3,0.70298,-0.32072,-0.59960,0.20844,-83.87,-45.18,74.02
14427,4,0.72221,-0.35701,-0.56691,0.17197,-81.81,-44.11,65.47
14427,5,0.53796,0.06331,-0.72415,0.42684,-95.90,-56.43,138.34
14439,0,0.91938,0.01180,-0.38711,-0.06891,6.12,-45.25,-11.13
14439,1,0.68044,-0.33849,-0.61745,0.20294,-89.33,-44.66,77.40
14439,2,0.70462,-0.37213,-0.58199,0.16225,-86.34,-44.38,67.81
14439,3,0.70373,-0.31815,-0.59981,0.20920,-83.63,-45.32,74.07
14439,4,0.72302,-0.35441,-0.56723,0.17287,-81.55,-44.24,65.53
14439,5,0.53807,0.06629,-0.72325,0.42778,-95.73,-56.62,138.52
14452,0,0.92016,0.01147,-0.38567,-0.06654,5.89,-45.09,-10.72
14452,1,0.68120,-0.33566,-0.61786,0.20385,-89.10,-44.82,77.51
14452,2,0.70541,-0.36953,-0.58240,0.16325,-86.10,-44.51,67.90
14452,3,0.70436,-0.31539,-0.60016,0.21029,-83.39,-45.46,74.18
14452,4,0.72372,-0.35183,-0.56760,0.17398,-81.30,-44.36,65.62
14452,5,0.53814,0.06927,-0.72243,0.42861,-95.60,-56.82,138.70
14463,0,0.92097,0.01131,-0.38416,-0.06413,5.68,-44.92,-10.32
14463,1,0.68186,-0.33296,-0.61838,0.20445,-88.91,-45.00,77.62
14463,2,0.70612,-0.36675,-0.58315,0.16379,-85.90,-44.70,68.01
14463,3,0.70508,-0.31260,-0.60054,0.21095,-83.16,-45.64,74.26
14463,4,0.72449,-0.34903,-0.56815,0.17467,-81.06,-44.53,65.70
14463,5,0.53846,0.07245,-0.72150,0.42924,-95.45,-57.06,138.87
14475,0,0.92221,0.01140,-0.38153,-0.06196,5.51,-44.61,-9.95
14475,1,0.68274,-0.32979,-0.61918,0.20424,-88.72,-45.30,77.70
14475,2,0.70709,-0.36345,-0.58411,0.16356,-85.67,-45.00,68.06
14475,3,0.70599,-0.30951,-0.60104,0.21103,-82.91,-45.89,74.29
14475,4,0.72539,-0.34574,-0.56905,0.17453,-80.81,-44.82,65.74
14475,5,0.53914,0.07613,-0.72054,0.42937,-95.32,-57.39,139.05
14487,0,0.92359,0.01163,-0.37846,-0.06020,5.37,-44.24,-9.64
14487,1,0.68368,-0.32617,-0.62038,0.20329,-88.57,-45.70,77.80
14487,2,0.70813,-0.35949,-0.58554,0.16268,-85.44,-45.42,68.14
14487,3,0.70682,-0.30613,-0.60197,0.21055,-82.71,-46.22,74.35
14487,4,0.72632,-0.34174,-0.57050,0.17377,-80.56,-45.23,65.80
14487,5,0.54011,0.08030,-0.71955,0.42905,-95.21,-57.80,139.24
14499,0,0.92525,0.01181,-0.37464,-0.05850,5.22,-43.78,-9.33
14499,1,0.68511,-0.32206,-0.62144,0.20178,-88.33,-46.18,77.81
14499,2,0.70985,-0.35493,-0.58671,0.16095,-85.08,-45.95,68.07
14499,3,0.70878,-0.30153,-0.60259,0.20880,-82.29,-46.74,74.20
14499,4,0.72843,-0.33687,-0.57127,0.17192,-80.07,-45.76,65.60
14499,5,0.54263,0.08543,-0.71750,0.42831,-94.84,-58.41,139.20
14510,0,0.92763,0.01107,-0.36889,-0.05736,4.94,-43.09,-9.03
14510,1,0.68747,-0.31682,-0.62253,0.19865,-87.97,-46.89,77.66
14510,2,0.71214,-0.34914,-0.58830,0.15767,-84.64,-46.70,67.89
14510,3,0.71123,-0.29569,-0.60364,0.20576,-81.80,-47.47,73.98
14510,4,0.73085,-0.33052,-0.57281,0.16884,-79.51,-46.52,65.37
14510,5,0.54568,0.09229,-0.71541,0.42650,-94.56,-59.26,139.28
14522,0,0.93056,0.01113,-0.36163,-0.05610,4.75,-42.21,-8.73
14522,1,0.68984,-0.30988,-0.62467,0.19464,-87.65,-47.84,77.63
14522,2,0.71454,-0.34187,-0.59063,0.15400,-84.16,-47.63,67.78
14522,3,0.71365,-0.28805,-0.60579,0.20188,-81.32,-48.45,73.85
14522,4,0.73324,-0.32268,-0.57524,0.16532,-78.92,-47.47,65.20
14522,5,0.54905,0.10127,-0.71291,0.42432,-94.28,-60.32,139.51
14535,0,0.93390,0.01128,-0.35323,-0.05416,4.52,-41.19,-8.34
14535,1,0.69247,-0.30156,-0.62723,0.19009,-87.27,-48.94,77.61
14535,2,0.71727,-0.33327,-0.59327,0.14998,-83.57,-48.69,67.65
14535,3,0.71628,-0.27883,-0.60843,0.19751,-80.75,-49.59,73.73
14535,4,0.73575,-0.31368,-0.57813,0.16139,-78.26,-48.54,65.03
14535,5,0.55251,0.11086,-0.71011,0.42213,-93.97,-61.43,139.74
14546,0,0.93765,0.01145,-0.34350,-0.05185,4.28,-40.01,-7.89
14546,1,0.69544,-0.29155,-0.63029,0.18464,-86.82,-50.26,77.60
14546,2,0.72034,-0.32326,-0.59629,0.14514,-82.87,-49.93,67.46
14546,3,0.71915,-0.26898,-0.61097,0.19285,-80.09,-50.81,73.54
14546,4,0.73858,-0.30350,-0.58116,0.15696,-77.46,-49.75,64.79
14546,5,0.55661,0.12195,-0.70668,0.41942,-93.57,-62.75,139.97
14558,0,0.94190,0.01150,-0.33207,-0.04926,3.99,-38.64,-7.39
14558,1,0.69879,-0.28086,-0.63316,0.17869,-86.26,-51.68,77.49
14558,2,0.72402,-0.31190,-0.59918,0.13966,-81.96,-51.31,67.13
14558,3,0.72270,-0.25756,-0.61345,0.18718,-79.21,-52.21,73.18
14558,4,0.74214,-0.29173,-0.58405,0.15167,-76.41,-51.11,64.35
14558,5,0.56163,0.13429,-0.70223,0.41643,-92.94,-64.24,140.03
14570,0,0.94647,0.01072,-0.31926,-0.04641,3.59,-37.11,-6.82
14570,1,0.70300,-0.26905,-0.63551,0.17186,-85.45,-53.23,77.14
14570,2,0.72837,-0.29973,-0.60150,0.13353,-80.80,-52.77,66.56
14570,3,0.72704,-0.24535,-0.61523,0.18086,-78.05,-53.69,72.55
14570,4,0.74648,-0.27925,-0.58613,0.14574,-75.05,-52.53,63.61
14570,5,0.56710,0.14646,-0.69703,0.41364,-92.04,-65.75,139.83
14582,0,0.95098,0.00903,-0.30602,-0.04370,3.09,-35.54,-6.25
14582,1,0.70803,-0.25681,-0.63687,0.16475,-84.34,-54.81,76.50
14582,2,0.73334,-0.28710,-0.60300,0.12719,-79.36,-54.23,65.71
14582,3,0.73205,-0.23226,-0.61635,0.17399,-76.58,-55.24,71.63
14582,4,0.75149,-0.26590,-0.58744,0.13955,-73.36,-53.97,62.58
14582,5,0.57324,0.15900,-0.69075,0.41107,-90.72,-67.32,139.27
14593,0,0.95564,0.00608,-0.29170,-0.04026,2.42,-33.85,-5.56
14593,1,0.71335,-0.24403,-0.63772,0.15778,-82.99,-56.39,75.69
14593,2,0.73851,-0.27417,-0.60393,0.12122,-77.70,-55.64,64.70
14593,3,0.73723,-0.21910,-0.61672,0.16774,-74.87,-56.70,70.52
14593,4,0.75649,-0.25263,-0.58819,0.13394,-71.52,-55.31,61.43
14593,5,0.57905,0.17103,-0.68418,0.40909,-89.16,-68.79,138.49
14605,0,0.95960,0.00318,-0.27892,-0.03684,1.81,-32.35,-4.92
14605,1,0.71835,-0.23174,-0.63820,0.15156,-81.57,-57.85,74.81
14605,2,0.74336,-0.26176,-0.60452,0.11595,-75.99,-56.94,63.64
14605,3,0.74200,-0.20658,-0.61678,0.16230,-73.12,-58.02,69.38
14605,4,0.76144,-0.23894,-0.58870,0.12866,-69.50,-56.62,60.16
14605,5,0.58414,0.18239,-0.67783,0.40750,-87.54,-70.14,137.65
14617,0,0.96313,0.00023,-0.26700,-0.03314,1.21,-30.95,-4.28
14617,1,0.72279,-0.22004,-0.63857,0.14624,-80.15,-59.18,73.95
14617,2,0.74804,-0.24894,-0.60507,0.11119,-74.16,-58.20,62.53
14617,3,0.74616,-0.19464,-0.61682,0.15779,-71.40,-59.21,68.30
14617,4,0.76540,-0.22688,-0.58917,0.12475,-67.69,-57.70,59.07
14617,5,0.58823,0.19320,-0.67188,0.40649,-85.96,-71.35,136.86
14628,0,0.96629,-0.00233,-0.25581,-0.02885,0.68,-29.64,-3.60
14628,1,0.72651,-0.20852,-0.63915,0.14208,-78.79,-60.39,73.22
14628,2,0.75162,-0.23734,-0.60587,0.10795,-72.56,-59.26,61.67
14628,3,0.74952,-0.18291,-0.61719,0.15442,-69.78,-60.31,67.39
14628,4,0.76860,-0.21502,-0.59005,0.12195,-66.00,-58.71,58.16
14628,5,0.59111,0.20398,-0.66651,0.40588,-84.61,-72.47,136.35
14640,0,0.96918,-0.00393,-0.24513,-0.02398,0.27,-28.38,-2.90
