# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# SUBTRACT_GYRO_BIAS=1
# units: quat unitless, roll/pitch/yaw deg
millis,sensor_id,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
# calib_start hold_still_ms=10000
# ---- gyro bias table (deg/s) from still window ----
# sensor_id,n,bias_x,bias_y,bias_z,std_x,std_y,std_z
# 0,1001,-0.198,-1.596,-0.458,0.213,0.049,0.055
# 1,1001,1.071,2.047,1.060,0.081,0.109,0.084
# 2,1001,0.360,2.009,-1.217,0.090,0.125,0.085
# 3,1001,-0.938,3.508,-0.463,0.089,0.147,0.084
# 4,1001,-0.317,3.755,-1.464,0.091,0.203,0.101
# 5,1001,5.788,-6.984,-0.814,0.286,0.344,0.119
# --------------------------------------------------
# ---- seeding orientation from calibration-window accel ----
# sensor 0 seed_accel=0.010,-0.013,1.006
# sensor 1 seed_accel=0.999,-0.001,0.148
# sensor 2 seed_accel=0.993,-0.015,0.220
# sensor 3 seed_accel=0.991,0.014,0.220
# sensor 4 seed_accel=0.975,-0.002,0.260
# sensor 5 seed_accel=1.230,0.171,0.097
# calib_end — fusion running now
33696,4,0.95862,0.15720,0.13511,0.19516,21.18,11.40,25.15
33696,5,0.71242,0.11066,0.15337,0.67579,21.46,3.95,87.73
33708,0,0.67843,-0.69016,-0.00217,0.25182,-87.11,20.16,21.54
33708,1,0.96497,0.15241,0.07614,0.19951,19.01,4.94,24.19
33708,2,0.96629,0.14303,0.10755,0.18508,18.67,8.91,23.15
33708,3,0.95409,0.15364,0.12379,0.22537,20.73,9.61,28.34
33708,4,0.95820,0.15806,0.14346,0.19051,21.48,12.40,24.85
33708,5,0.71447,0.10761,0.16103,0.67232,21.82,4.90,87.46
33719,0,0.67312,-0.69645,0.00099,0.24872,-88.17,20.35,20.83
33719,1,0.96523,0.15253,0.08430,0.19484,19.21,5.93,23.83
33719,2,0.96611,0.14384,0.11561,0.18050,18.93,9.87,22.82
33719,3,0.95417,0.15358,0.13167,0.22056,20.93,10.57,27.99
33719,4,0.95782,0.15875,0.15123,0.18574,21.73,13.34,24.52
33719,5,0.71681,0.10443,0.16854,0.66849,22.15,5.85,87.15
33732,0,0.66827,-0.70223,0.00402,0.24550,-89.16,20.50,20.14
33732,1,0.96543,0.15281,0.09222,0.18996,19.42,6.89,23.44
33732,2,0.96592,0.14459,0.12278,0.17614,19.17,10.73,22.49
33732,3,0.95422,0.15394,0.13850,0.21582,21.14,11.41,27.62
33732,4,0.95743,0.15971,0.15787,0.18138,21.99,14.14,24.22
33732,5,0.71875,0.10198,0.17459,0.66522,22.42,6.62,86.88
33744,0,0.66406,-0.70720,0.00684,0.24258,-90.02,20.62,19.51
33744,1,0.96557,0.15307,0.09829,0.18596,19.58,7.64,23.12
33744,2,0.96575,0.14526,0.12863,0.17229,19.36,11.44,22.19
33744,3,0.95431,0.15421,0.14338,0.21203,21.29,12.02,27.32
33744,4,0.95724,0.16024,0.16260,0.17769,22.15,14.73,23.93
33744,5,0.72039,0.10029,0.17937,0.66242,22.65,7.21,86.65
33755,0,0.66076,-0.71110,0.00926,0.24011,-90.70,20.72,18.98
33755,1,0.96571,0.15311,0.10287,0.18271,19.68,8.21,22.85
33755,2,0.96559,0.14590,0.13315,0.16919,19.52,11.99,21.95
33755,3,0.95432,0.15472,0.14704,0.20907,21.43,12.47,27.08
33755,4,0.95695,0.16090,0.16682,0.17473,22.31,15.25,23.72
33755,5,0.72154,0.09927,0.18327,0.66025,22.88,7.67,86.47
33767,0,0.65813,-0.71408,0.01133,0.23839,-91.23,20.82,18.57
33767,1,0.96574,0.15343,0.10632,0.18027,19.79,8.63,22.65
33767,2,0.96537,0.14671,0.13667,0.16693,19.68,12.41,21.78
33767,3,0.95426,0.15538,0.14979,0.20692,21.57,12.80,26.92
33767,4,0.95666,0.16157,0.17003,0.17258,22.46,15.64,23.57
33767,5,0.72221,0.09892,0.18649,0.65867,23.10,7.99,86.37
33779,0,0.65598,-0.71636,0.01313,0.23738,-91.64,20.94,18.26
33779,1,0.96569,0.15398,0.10891,0.17855,19.90,8.94,22.52
33779,2,0.96512,0.14763,0.13938,0.16532,19.84,12.72,21.67
33779,3,0.95413,0.15622,0.15179,0.20543,21.72,13.03,26.81
33779,4,0.95642,0.16235,0.17210,0.17111,22.59,15.88,23.48
33779,5,0.72257,0.09915,0.18897,0.65754,23.32,8.20,86.30
33791,0,0.65427,-0.71806,0.01469,0.23685,-91.94,21.06,18.03
33791,1,0.96561,0.15468,0.11065,0.17730,20.02,9.14,22.43
33791,2,0.96488,0.14866,0.14129,0.16416,20.00,12.94,21.60
33791,3,0.95398,0.15729,0.15299,0.20439,21.86,13.16,26.74
33791,4,0.95617,0.16330,0.17370,0.17003,22.73,16.06,23.42
33791,5,0.72266,0.09990,0.19097,0.65674,23.54,8.33,86.27
33802,0,0.65307,-0.71913,0.01611,0.23684,-92.14,21.20,17.88
33802,1,0.96543,0.15579,0.11209,0.17639,20.17,9.29,22.37
33802,2,0.96458,0.15005,0.14274,0.16339,20.19,13.08,21.57
33802,3,0.95369,0.15907,0.15385,0.20375,22.09,13.22,26.71
33802,4,0.95573,0.16502,0.17517,0.16930,22.97,16.20,23.40
33802,5,0.72252,0.10114,0.19287,0.65616,23.80,8.39,86.26
33814,0,0.65205,-0.71987,0.01766,0.23729,-92.28,21.39,17.76
33814,1,0.96514,0.15741,0.11335,0.17571,20.39,9.41,22.33
33814,2,0.96418,0.15198,0.14402,0.16286,20.44,13.19,21.56
33814,3,0.95333,0.16074,0.15507,0.20318,22.31,13.32,26.70
33814,4,0.95531,0.16677,0.17626,0.16882,23.20,16.29,23.41
33814,5,0.72223,0.10271,0.19462,0.65571,24.08,8.42,86.27
33826,0,0.65121,-0.72036,0.01927,0.23798,-92.38,21.59,17.67
33826,1,0.96487,0.15906,0.11421,0.17518,20.59,9.48,22.31
33826,2,0.96383,0.15377,0.14486,0.16247,20.66,13.25,21.56
33826,3,0.95301,0.16239,0.15592,0.20272,22.53,13.38,26.69
33826,4,0.95492,0.16857,0.17703,0.16845,23.43,16.34,23.42
33826,5,0.72191,0.10451,0.19618,0.65532,24.36,8.41,86.28
33837,0,0.65056,-0.72063,0.02091,0.23879,-92.44,21.80,17.59
33837,1,0.96459,0.16079,0.11481,0.17474,20.81,9.51,22.29
33837,2,0.96350,0.15562,0.14545,0.16216,20.89,13.29,21.57
33837,3,0.95268,0.16418,0.15656,0.20234,22.75,13.41,26.69
33837,4,0.95453,0.17047,0.17760,0.16815,23.67,16.36,23.43
33837,5,0.72155,0.10648,0.19766,0.65495,24.65,8.38,86.29
33849,0,0.65006,-0.72076,0.02255,0.23961,-92.47,22.01,17.51
33849,1,0.96434,0.16247,0.11527,0.17429,21.01,9.54,22.26
33849,2,0.96321,0.15735,0.14591,0.16180,21.10,13.31,21.56
33849,3,0.95240,0.16584,0.15702,0.20191,22.95,13.42,26.68
33849,4,0.95422,0.17216,0.17800,0.16778,23.87,16.38,23.43
33849,5,0.72125,0.10844,0.19893,0.65457,24.92,8.34,86.30
33861,0,0.64975,-0.72077,0.02412,0.24026,-92.49,22.19,17.44
33861,1,0.96415,0.16403,0.11553,0.17366,21.19,9.54,22.21
33861,2,0.96300,0.15894,0.14615,0.16128,21.28,13.31,21.53
33861,3,0.95221,0.16740,0.15731,0.20132,23.13,13.43,26.64
33861,4,0.95397,0.17376,0.17828,0.16721,24.06,16.38,23.40
33861,5,0.72108,0.11036,0.20011,0.65407,25.17,8.29,86.28
33873,0,0.64953,-0.72076,0.02572,0.24074,-92.50,22.36,17.34
33873,1,0.96401,0.16553,0.11572,0.17288,21.36,9.55,22.14
33873,2,0.96283,0.16047,0.14636,0.16060,21.46,13.31,21.47
33873,3,0.95206,0.16892,0.15753,0.20058,23.31,13.43,26.58
33873,4,0.95378,0.17533,0.17848,0.16649,24.24,16.38,23.34
33873,5,0.72106,0.11231,0.20122,0.65343,25.43,8.25,86.23
33884,0,0.64938,-0.72071,0.02743,0.24111,-92.50,22.53,17.23
33884,1,0.96389,0.16710,0.11587,0.17198,21.53,9.55,22.05
33884,2,0.96265,0.16213,0.14655,0.15979,21.65,13.32,21.41
33884,3,0.95192,0.17056,0.15769,0.19972,23.49,13.42,26.50
33884,4,0.95357,0.17707,0.17862,0.16567,24.44,16.38,23.28
33884,5,0.72104,0.11445,0.20238,0.65273,25.70,8.19,86.18
33896,0,0.64926,-0.72061,0.02933,0.24152,-92.50,22.72,17.11
33896,1,0.96375,0.16886,0.11588,0.17101,21.73,9.53,21.96
33896,2,0.96248,0.16398,0.14654,0.15893,21.85,13.29,21.33
33896,3,0.95176,0.17258,0.15768,0.19875,23.71,13.39,26.41
33896,4,0.95336,0.17902,0.17858,0.16484,24.65,16.35,23.21
33896,5,0.72102,0.11706,0.20358,0.65191,26.02,8.10,86.11
33909,0,0.64921,-0.72038,0.03142,0.24206,-92.48,22.93,16.98
33909,1,0.96358,0.17101,0.11572,0.16996,21.96,9.49,21.85
33909,2,0.96229,0.16605,0.14639,0.15812,22.08,13.25,21.26
33909,3,0.95159,0.17465,0.15752,0.19787,23.93,13.34,26.33
33909,4,0.95313,0.18114,0.17840,0.16404,24.88,16.30,23.15
33909,5,0.72094,0.11970,0.20469,0.65117,26.33,8.00,86.05
33920,0,0.64923,-0.72003,0.03364,0.24274,-92.44,23.16,16.86
33920,1,0.96338,0.17316,0.11549,0.16902,22.20,9.44,21.76
33920,2,0.96206,0.16830,0.14616,0.15731,22.32,13.20,21.19
33920,3,0.95138,0.17689,0.15731,0.19706,24.18,13.27,26.26
33920,4,0.95287,0.18343,0.17812,0.16330,25.13,16.23,23.09
33920,5,0.72080,0.12249,0.20578,0.65046,26.65,7.89,86.00
33932,0,0.64928,-0.71961,0.03594,0.24354,-92.39,23.40,16.75
33932,1,0.96318,0.17544,0.11513,0.16810,22.44,9.37,21.66
33932,2,0.96183,0.17065,0.14581,0.15654,22.58,13.12,21.12
33932,3,0.95116,0.17925,0.15697,0.19625,24.43,13.19,26.18
33932,4,0.95262,0.18583,0.17769,0.16254,25.39,16.15,23.03
33932,5,0.72067,0.12547,0.20678,0.64972,26.98,7.76,85.94
33944,0,0.64945,-0.71905,0.03835,0.24436,-92.32,23.65,16.64
33944,1,0.96298,0.17775,0.11463,0.16713,22.69,9.29,21.56
33944,2,0.96163,0.17300,0.14528,0.15569,22.83,13.04,21.04
33944,3,0.95097,0.18162,0.15651,0.19537,24.67,13.10,26.10
33944,4,0.95239,0.18820,0.17714,0.16170,25.63,16.05,22.95
33944,5,0.72062,0.12845,0.20766,0.64891,27.30,7.62,85.86
33956,0,0.64972,-0.71842,0.04076,0.24509,-92.23,23.90,16.52
33956,1,0.96282,0.18001,0.11404,0.16602,22.92,9.20,21.44
33956,2,0.96147,0.17527,0.14468,0.15469,23.06,12.94,20.93
33956,3,0.95083,0.18391,0.15601,0.19432,24.91,13.01,25.99
33956,4,0.95221,0.19049,0.17658,0.16071,25.87,15.97,22.85
33956,5,0.72070,0.13133,0.20845,0.64799,27.61,7.48,85.76
33967,0,0.65002,-0.71782,0.04321,0.24564,-92.15,24.13,16.38
33967,1,0.96270,0.18219,0.11352,0.16474,23.15,9.12,21.29
33967,2,0.96132,0.17749,0.14417,0.15354,23.29,12.87,20.81
33967,3,0.95070,0.18614,0.15568,0.19309,25.14,12.95,25.86
33967,4,0.95202,0.19279,0.17620,0.15953,26.11,15.90,22.74
33967,5,0.72084,0.13417,0.20947,0.64693,27.93,7.38,85.65
33979,0,0.65015,-0.71737,0.04580,0.24612,-92.10,24.37,16.21
33979,1,0.96252,0.18449,0.11339,0.16331,23.40,9.09,21.15
33979,2,0.96109,0.17991,0.14406,0.15225,23.56,12.83,20.69
33979,3,0.95047,0.18861,0.15585,0.19168,25.42,12.94,25.73
33979,4,0.95169,0.19536,0.17635,0.15820,26.40,15.89,22.63
33979,5,0.72093,0.13696,0.21109,0.64571,28.29,7.32,85.55
33991,0,0.64986,-0.71723,0.04893,0.24672,-92.12,24.68,16.00
33991,1,0.96223,0.18705,0.11393,0.16170,23.70,9.14,21.00
33991,2,0.96072,0.18260,0.14462,0.15084,23.87,12.87,20.58
33991,3,0.95010,0.19134,0.15671,0.19012,25.74,13.00,25.61
33991,4,0.95120,0.19821,0.17715,0.15670,26.74,15.96,22.52
33991,5,0.72097,0.13962,0.21340,0.64434,28.70,7.34,85.46
34002,0,0.64915,-0.71745,0.05210,0.24730,-92.21,24.99,15.77
34002,1,0.96187,0.18982,0.11498,0.15986,24.03,9.24,20.84
34002,2,0.96028,0.18551,0.14560,0.14918,24.22,12.96,20.45
34002,3,0.94966,0.19421,0.15808,0.18827,26.10,13.13,25.48
34002,4,0.95056,0.20150,0.17852,0.15478,27.14,16.08,22.40
34002,5,0.72106,0.14218,0.21622,0.64273,29.15,7.41,85.36
34014,0,0.64810,-0.71798,0.05565,0.24776,-92.36,25.34,15.48
34014,1,0.96148,0.19273,0.11637,0.15771,24.38,9.38,20.66
34014,2,0.95973,0.18887,0.14700,0.14708,24.62,13.10,20.30
34014,3,0.94920,0.19719,0.15966,0.18611,26.47,13.28,25.32
34014,4,0.94995,0.20467,0.17995,0.15270,27.53,16.22,22.26
34014,5,0.72129,0.14473,0.21931,0.64085,29.61,7.52,85.23
34026,0,0.64686,-0.71868,0.05950,0.24805,-92.55,25.69,15.14
34026,1,0.96110,0.19571,0.11789,0.15522,24.74,9.55,20.45
34026,2,0.95923,0.19203,0.14844,0.14480,25.00,13.25,20.12
34026,3,0.94877,0.20021,0.16126,0.18369,26.84,13.44,25.14
34026,4,0.94935,0.20785,0.18141,0.15037,27.92,16.38,22.10
34026,5,0.72167,0.14726,0.22240,0.63878,30.07,7.64,85.08
34038,0,0.64559,-0.71947,0.06342,0.24812,-92.76,26.03,14.77
34038,1,0.96074,0.19862,0.11937,0.15256,25.10,9.72,20.21
34038,2,0.95876,0.19510,0.14985,0.14234,25.37,13.40,19.92
34038,3,0.94840,0.20314,0.16272,0.18111,27.20,13.60,24.93
34038,4,0.94881,0.21095,0.18273,0.14786,28.29,16.52,21.91
34038,5,0.72217,0.14979,0.22534,0.63659,30.52,7.75,84.91
34049,0,0.64443,-0.72020,0.06731,0.24800,-92.97,26.36,14.39
34049,1,0.96044,0.20140,0.12062,0.14982,25.43,9.87,19.96
34049,2,0.95834,0.19805,0.15106,0.13980,25.72,13.54,19.70
34049,3,0.94809,0.20596,0.16390,0.17847,27.53,13.73,24.70
34049,4,0.94834,0.21391,0.18379,0.14532,28.63,16.64,21.70
34049,5,0.72273,0.15234,0.22800,0.63440,30.95,7.83,84.72
34061,0,0.64352,-0.72072,0.07112,0.24777,-93.14,26.66,14.01
34061,1,0.96019,0.20403,0.12153,0.14708,25.73,9.98,19.70
34061,2,0.95798,0.20086,0.15194,0.13725,26.04,13.65,19.48
34061,3,0.94782,0.20891,0.16477,0.17564,27.87,13.82,24.44
34061,4,0.94794,0.21676,0.18446,0.14279,28.95,16.73,21.48
34061,5,0.72343,0.15521,0.23050,0.63200,31.39,7.89,84.50
34074,0,0.64290,-0.72100,0.07484,0.24748,-93.27,26.94,13.64
34074,1,0.95998,0.20685,0.12200,0.14409,26.04,10.06,19.40
34074,2,0.95771,0.20361,0.15233,0.13466,26.34,13.71,19.23
34074,3,0.94764,0.21165,0.16505,0.17300,28.16,13.86,24.19
34074,4,0.94765,0.21961,0.18458,0.14023,29.26,16.75,21.24
34074,5,0.72416,0.15811,0.23236,0.62977,31.78,7.90,84.28
34085,0,0.64266,-0.72091,0.07864,0.24716,-93.34,27.22,13.28
34085,1,0.95982,0.20954,0.12195,0.14130,26.33,10.07,19.11
34085,2,0.95748,0.20644,0.15225,0.13204,26.64,13.71,18.96
34085,3,0.94751,0.21451,0.16488,0.17035,28.46,13.85,23.91
34085,4,0.94739,0.22256,0.18432,0.13765,29.56,16.74,20.98
34085,5,0.72488,0.16135,0.23402,0.62749,32.18,7.86,84.03
34097,0,0.64263,-0.72058,0.08255,0.24694,-93.37,27.52,12.93
34097,1,0.95965,0.21236,0.12163,0.13851,26.63,10.06,18.81
34097,2,0.95723,0.20947,0.15193,0.12946,26.95,13.69,18.70
34097,3,0.94738,0.21751,0.16442,0.16773,28.76,13.80,23.64
34097,4,0.94712,0.22567,0.18381,0.13509,29.88,16.69,20.72
34097,5,0.72557,0.16492,0.23545,0.62523,32.60,7.78,83.78
34109,0,0.64282,-0.71998,0.08658,0.24682,-93.35,27.82,12.58
34109,1,0.95947,0.21531,0.12094,0.13576,26.93,10.00,18.51
34109,2,0.95699,0.21260,0.15126,0.12690,27.27,13.62,18.43
34109,3,0.94726,0.22057,0.16363,0.16517,29.06,13.72,23.35
34109,4,0.94688,0.22881,0.18296,0.13263,30.19,16.61,20.45
34109,5,0.72624,0.16869,0.23660,0.62301,33.00,7.67,83.52
34121,0,0.64325,-0.71906,0.09093,0.24681,-93.29,28.16,12.23
34121,1,0.95931,0.21824,0.11994,0.13310,27.22,9.91,18.20
34121,2,0.95678,0.21569,0.15021,0.12445,27.58,13.52,18.15
34121,3,0.94716,0.22360,0.16252,0.16270,29.35,13.60,23.07
34121,4,0.94670,0.23190,0.18172,0.13024,30.48,16.48,20.19
34121,5,0.72693,0.17258,0.23731,0.62086,33.39,7.51,83.26
34132,0,0.64396,-0.71792,0.09484,0.24679,-93.18,28.46,11.93
34132,1,0.95921,0.22105,0.11848,0.13048,27.49,9.76,17.89
34132,2,0.95667,0.21863,0.14867,0.12199,27.85,13.36,17.86
34132,3,0.94716,0.22653,0.16091,0.16023,29.62,13.43,22.77
34132,4,0.94661,0.23512,0.17989,0.12764,30.77,16.29,19.87
34132,5,0.72772,0.17662,0.23759,0.61869,33.75,7.31,82.96
34144,0,0.64505,-0.71649,0.09862,0.24663,-93.02,28.73,11.63
34144,1,0.95917,0.22373,0.11660,0.12781,27.74,9.58,17.55
34144,2,0.95663,0.22166,0.14666,0.11926,28.13,13.16,17.52
34144,3,0.94724,0.22935,0.15898,0.15768,29.86,13.23,22.44
34144,4,0.94662,0.23794,0.17783,0.12516,31.01,16.09,19.55
34144,5,0.72865,0.18071,0.23754,0.61643,34.09,7.09,82.64
34156,0,0.64644,-0.71483,0.10234,0.24627,-92.81,28.97,11.34
34156,1,0.95921,0.22626,0.11447,0.12496,27.97,9.38,17.19
34156,2,0.95668,0.22428,0.14452,0.11654,28.35,12.96,17.18
34156,3,0.94741,0.23201,0.15676,0.15495,30.07,13.01,22.09
34156,4,0.94674,0.24060,0.17552,0.12245,31.22,15.87,19.20
34156,5,0.72980,0.18480,0.23717,0.61400,34.40,6.85,82.27
34167,0,0.64810,-0.71301,0.10604,0.24564,-92.58,29.19,11.04
34167,1,0.95933,0.22863,0.11205,0.12190,28.16,9.16,16.79
34167,2,0.95680,0.22675,0.14215,0.11361,28.55,12.74,16.80
34167,3,0.94766,0.23455,0.15436,0.15202,30.26,12.78,21.70
34167,4,0.94690,0.24315,0.17309,0.11956,31.41,15.64,18.82
34167,5,0.73107,0.18888,0.23666,0.61143,34.71,6.61,81.88
34179,0,0.64983,-0.71114,0.10978,0.24483,-92.34,29.40,10.72
34179,1,0.95945,0.23095,0.10963,0.11873,28.36,8.95,16.37
34179,2,0.95691,0.22924,0.13980,0.11054,28.76,12.53,16.40
34179,3,0.94789,0.23708,0.15200,0.14895,30.46,12.56,21.29
34179,4,0.94703,0.24575,0.17072,0.11658,31.61,15.43,18.43
34179,5,0.73238,0.19294,0.23619,0.60878,35.01,6.38,81.48
34191,0,0.65151,-0.70929,0.11362,0.24399,-92.11,29.61,10.39
34191,1,0.95954,0.23333,0.10726,0.11550,28.56,8.74,15.96
34191,2,0.95699,0.23179,0.13745,0.10746,28.97,12.31,16.01
34191,3,0.94807,0.23975,0.14972,0.14584,30.67,12.35,20.89
34191,4,0.94712,0.24846,0.16833,0.11354,31.83,15.21,18.03
34191,5,0.73379,0.19743,0.23568,0.60583,35.35,6.12,81.04
34204,0,0.65320,-0.70739,0.11756,0.24315,-91.88,29.84,10.05
34204,1,0.95961,0.23595,0.10463,0.11191,28.79,8.51,15.49
34204,2,0.95706,0.23437,0.13503,0.10431,29.18,12.10,15.60
34204,3,0.94828,0.24258,0.14710,0.14243,30.89,12.12,20.44
34204,4,0.94722,0.25114,0.16585,0.11047,32.04,14.99,17.63
34204,5,0.73509,0.20157,0.23510,0.60311,35.66,5.88,80.63
34215,0,0.65491,-0.70543,0.12147,0.24228,-91.64,30.06,9.71
34215,1,0.95968,0.23831,0.10208,0.10861,28.99,8.29,15.06
34215,2,0.95711,0.23695,0.13253,0.10115,29.40,11.87,15.19
34215,3,0.94847,0.24515,0.14454,0.13930,31.09,11.88,20.03
34215,4,0.94731,0.25382,0.16326,0.10738,32.25,14.76,17.22
34215,5,0.73640,0.20580,0.23438,0.60036,35.97,5.63,80.21
34227,0,0.65689,-0.70317,0.12574,0.24133,-91.36,30.30,9.35
34227,1,0.95973,0.24074,0.09937,0.10532,29.20,8.05,14.62
34227,2,0.95715,0.23964,0.12980,0.09796,29.62,11.63,14.77
34227,3,0.94866,0.24782,0.14176,0.13615,31.30,11.62,19.60
34227,4,0.94737,0.25665,0.16043,0.10430,32.47,14.50,16.81
34227,5,0.73769,0.21026,0.23347,0.59758,36.29,5.35,79.77
34239,0,0.65891,-0.70082,0.12977,0.24051,-91.06,30.54,9.02
34239,1,0.95970,0.24355,0.09629,0.10190,29.45,7.77,14.17
34239,2,0.95716,0.24262,0.12656,0.09470,29.88,11.32,14.33
34239,3,0.94872,0.25122,0.13838,0.13292,31.57,11.29,19.15
34239,4,0.94740,0.25998,0.15687,0.10117,32.74,14.16,16.37
34239,5,0.73908,0.21519,0.23215,0.59461,36.62,5.00,79.29
34250,0,0.66125,-0.69803,0.13421,0.23979,-90.70,30.81,8.69
34250,1,0.95961,0.24676,0.09259,0.09839,29.73,7.42,13.68
34250,2,0.95714,0.24588,0.12278,0.09139,30.15,10.96,13.87
34250,3,0.94878,0.25478,0.13456,0.12964,31.86,10.91,18.68
34250,4,0.94743,0.26343,0.15292,0.09801,33.01,13.78,15.91
34250,5,0.74048,0.22035,0.23060,0.59157,36.95,4.63,78.79
34262,0,0.66372,-0.69500,0.13878,0.23914,-90.31,31.11,8.36
34262,1,0.95954,0.24982,0.08874,0.09484,30.00,7.06,13.18
34262,2,0.95714,0.24904,0.11882,0.08804,30.41,10.58,13.39
34262,3,0.94886,0.25813,0.13072,0.12630,32.13,10.54,18.21
34262,4,0.94748,0.26697,0.14857,0.09449,33.29,13.36,15.40
34262,5,0.74189,0.22556,0.22888,0.58851,37.28,4.25,78.28
34274,0,0.66632,-0.69186,0.14322,0.23839,-89.89,31.38,8.05
34274,1,0.95948,0.25274,0.08477,0.09126,30.26,6.69,12.68
34274,2,0.95714,0.25206,0.11478,0.08466,30.66,10.20,12.91
34274,3,0.94894,0.26141,0.12675,0.12293,32.39,10.15,17.72
34274,4,0.94754,0.27018,0.14441,0.09123,33.53,12.97,14.92
34274,5,0.74329,0.23084,0.22702,0.58540,37.61,3.85,77.76
34286,0,0.66900,-0.68861,0.14767,0.23759,-89.46,31.65,7.73
34286,1,0.95939,0.25570,0.08068,0.08769,30.52,6.31,12.17
34286,2,0.95712,0.25537,0.11027,0.08097,30.94,9.77,12.38
34286,3,0.94901,0.26466,0.12267,0.11953,32.65,9.76,17.22
34286,4,0.94757,0.27338,0.14017,0.08794,33.78,12.57,14.43
34286,5,0.74465,0.23624,0.22515,0.58223,37.96,3.45,77.23
34297,0,0.67173,-0.68523,0.15217,0.23681,-89.01,31.94,7.42
34297,1,0.95927,0.25862,0.07649,0.08406,30.78,5.93,11.65
34297,2,0.95707,0.25840,0.10601,0.07750,31.20,9.37,11.88
34297,3,0.94906,0.26788,0.11852,0.11608,32.90,9.37,16.72
34297,4,0.94759,0.27654,0.13582,0.08457,34.03,12.16,13.93
34297,5,0.74604,0.24163,0.22318,0.57899,38.31,3.05,76.69
34309,0,0.67454,-0.68177,0.15667,0.23589,-88.56,32.21,7.10
34309,1,0.95914,0.26154,0.07218,0.08028,31.04,5.54,11.11
34309,2,0.95700,0.26149,0.10161,0.07389,31.46,8.97,11.36
34309,3,0.94909,0.27116,0.11421,0.11247,33.17,8.96,16.19
34309,4,0.94757,0.27982,0.13130,0.08102,34.29,11.74,13.41
34309,5,0.74755,0.24709,0.22106,0.57554,38.65,2.64,76.11
34321,0,0.67745,-0.67817,0.16130,0.23482,-88.09,32.48,6.77
34321,1,0.95893,0.26471,0.06759,0.07627,31.34,5.12,10.53
34321,2,0.95688,0.26474,0.09690,0.07004,31.74,8.53,10.80
34321,3,0.94909,0.27465,0.10956,0.10860,33.45,8.53,15.62
34321,4,0.94753,0.28326,0.12642,0.07724,34.56,11.29,12.84
34321,5,0.74919,0.25269,0.21877,0.57184,39.00,2.22,75.50
34333,0,0.68040,-0.67435,0.16634,0.23376,-87.60,32.79,6.40
34333,1,0.95869,0.26795,0.06273,0.07203,31.64,4.68,9.92
34333,2,0.95674,0.26804,0.09196,0.06599,32.02,8.08,10.21
34333,3,0.94905,0.27825,0.10467,0.10456,33.75,8.08,15.03
34333,4,0.94745,0.28677,0.12134,0.07331,34.85,10.83,12.26
34333,5,0.75087,0.25842,0.21636,0.56797,39.36,1.80,74.85
34344,0,0.68344,-0.67037,0.17152,0.23260,-87.10,33.11,6.03
34344,1,0.95841,0.27122,0.05760,0.06761,31.95,4.23,9.28
34344,2,0.95657,0.27137,0.08672,0.06173,32.32,7.61,9.59
34344,3,0.94898,0.28197,0.09934,0.10033,34.06,7.58,14.40
34344,4,0.94736,0.29036,0.11582,0.06917,35.13,10.33,11.63
34344,5,0.75263,0.26450,0.21358,0.56390,39.73,1.33,74.16
34356,0,0.68681,-0.66598,0.17683,0.23128,-86.54,33.43,5.65
34356,1,0.95812,0.27449,0.05191,0.06300,32.25,3.72,8.60
34356,2,0.95641,0.27468,0.08089,0.05729,32.60,7.08,8.93
34356,3,0.94891,0.28571,0.09341,0.09598,34.36,7.03,13.73
34356,4,0.94729,0.29394,0.10964,0.06491,35.42,9.76,10.96
34356,5,0.75444,0.27095,0.21026,0.55965,40.11,0.80,73.43
34368,0,0.69063,-0.66104,0.18220,0.22989,-85.89,33.75,5.29
34368,1,0.95778,0.27784,0.04538,0.05840,32.57,3.12,7.89
34368,2,0.95625,0.27799,0.07425,0.05288,32.89,6.47,8.24
34368,3,0.94880,0.28961,0.08656,0.09171,34.68,6.38,13.04
34368,4,0.94721,0.29760,0.10268,0.06075,35.70,9.11,10.28
34368,5,0.75616,0.27780,0.20639,0.55538,40.50,0.20,72.67
34379,0,0.69482,-0.65559,0.18752,0.22861,-85.15,34.08,4.97
34379,1,0.95734,0.28124,0.03850,0.05402,32.90,2.48,7.19
34379,2,0.95601,0.28133,0.06728,0.04870,33.18,5.81,7.56
34379,3,0.94859,0.29362,0.07910,0.08783,35.01,5.65,12.36
34379,4,0.94703,0.30128,0.09549,0.05690,36.01,8.43,9.62
34379,5,0.75759,0.28492,0.20224,0.55134,40.90,-0.44,71.93
34391,0,0.69914,-0.64982,0.19268,0.22761,-84.35,34.42,4.72
34391,1,0.95685,0.28453,0.03135,0.05001,33.22,1.81,6.52
34391,2,0.95569,0.28465,0.06005,0.04491,33.48,5.12,6.92
34391,3,0.94838,0.29730,0.07126,0.08435,35.31,4.88,11.72
34391,4,0.94685,0.30475,0.08808,0.05336,36.29,7.72,8.98
34391,5,0.75874,0.29222,0.19778,0.54755,41.31,-1.14,71.20
34403,0,0.70361,-0.64374,0.19764,0.22688,-83.49,34.77,4.52
