,-0.60308,-0.00606,-1.03,-74.19,-0.09
14404,3,0.78479,0.01846,-0.61932,0.01438,2.75,-76.56,-0.07
14404,4,0.79805,-0.00772,-0.60251,-0.00613,-1.03,-74.10,-0.10
14404,5,0.67396,0.35649,-0.57202,0.30248,55.79,-80.64,-0.04
14416,0,0.99986,-0.01373,-0.00973,0.00036,-1.57,-1.11,0.06
14416,1,0.76221,-0.01201,-0.64714,-0.01002,-1.89,-80.66,0.09
14416,2,0.78392,-0.03146,-0.61955,-0.02540,-4.43,-76.64,-0.21
14416,3,0.78472,0.01819,-0.61942,0.01460,2.58,-76.57,0.09
14416,4,0.79808,-0.00742,-0.60248,-0.00636,-0.87,-74.10,-0.25
14416,5,0.67396,0.35673,-0.57199,0.30224,56.00,-80.62,-0.25
14427,0,0.99986,-0.01406,-0.00954,0.00037,-1.61,-1.09,0.06
14427,1,0.76216,-0.01230,-0.64720,-0.00978,-2.15,-80.67,0.36
14427,2,0.78407,-0.03148,-0.61935,-0.02537,-4.45,-76.61,-0.19
14427,3,0.78456,0.01829,-0.61961,0.01453,2.64,-76.60,0.03
14427,4,0.79794,-0.00760,-0.60265,-0.00623,-0.97,-74.12,-0.16
14427,5,0.67380,0.35684,-0.57215,0.30215,56.16,-80.64,-0.41
14439,0,0.99986,-0.01370,-0.00941,0.00038,-1.57,-1.08,0.06
14439,1,0.76198,-0.01230,-0.64742,-0.00976,-2.16,-80.70,0.37
14439,2,0.78412,-0.03175,-0.61929,-0.02514,-4.62,-76.60,-0.02
14439,3,0.78472,0.01845,-0.61941,0.01440,2.74,-76.57,-0.06
14439,4,0.79803,-0.00784,-0.60254,-0.00606,-1.09,-74.11,-0.05
14439,5,0.67394,0.35671,-0.57201,0.30227,55.98,-80.63,-0.23
14451,0,0.99986,-0.01389,-0.00970,0.00039,-1.59,-1.11,0.06
14451,1,0.76187,-0.01205,-0.64754,-0.00998,-1.94,-80.72,0.14
14451,2,0.78396,-0.03187,-0.61948,-0.02506,-4.69,-76.63,0.05
14451,3,0.78455,0.01852,-0.61962,0.01435,2.79,-76.60,-0.10
14451,4,0.79789,-0.00802,-0.60271,-0.00590,-1.19,-74.13,0.05
14451,5,0.67376,0.35681,-0.57219,0.30221,56.14,-80.65,-0.39
14462,0,0.99986,-0.01411,-0.00937,0.00040,-1.62,-1.07,0.06
14462,1,0.76182,-0.01232,-0.64759,-0.00974,-2.19,-80.73,0.40
14462,2,0.78395,-0.03218,-0.61949,-0.02483,-4.89,-76.63,0.23
14462,3,0.78472,0.01845,-0.61941,0.01440,2.74,-76.57,-0.06
14462,4,0.79773,-0.00811,-0.60293,-0.00582,-1.24,-74.16,0.10
14462,5,0.67367,0.35657,-0.57232,0.30246,55.97,-80.68,-0.22
14474,0,0.99986,-0.01383,-0.00911,0.00040,-1.59,-1.04,0.06
14474,1,0.76170,-0.01214,-0.64774,-0.00991,-2.02,-80.75,0.23
14474,2,0.78409,-0.03237,-0.61931,-0.02468,-5.00,-76.60,0.34
14474,3,0.78464,0.01868,-0.61950,0.01421,2.89,-76.58,-0.21
14474,4,0.79757,-0.00822,-0.60315,-0.00575,-1.30,-74.20,0.16
14474,5,0.67376,0.35683,-0.57219,0.30219,56.15,-80.64,-0.40
14486,0,0.99986,-0.01422,-0.00911,0.00040,-1.63,-1.04,0.06
14486,1,0.76179,-0.01186,-0.64763,-0.01012,-1.77,-80.74,-0.02
14486,2,0.78390,-0.03236,-0.61955,-0.02469,-5.00,-76.64,0.35
